"YEAR","COUNTY","PLACE","CFIPS","PFIPS","Total Population",
"2012","Morgan County","Brush","87","9555","5,466",
"2013","Morgan County","Brush","87","9555","5,450",
"2014","Morgan County","Brush","87","9555","5,419",
"2015","Morgan County","Brush","87","9555","5,415",
"2010","Morgan County","Fort Morgan","87","27810","11,328",
"2011","Morgan County","Fort Morgan","87","27810","11,417",
"2012","Morgan County","Fort Morgan","87","27810","11,329",
"2013","Morgan County","Fort Morgan","87","27810","11,294",
"2014","Morgan County","Fort Morgan","87","27810","11,227",
"2015","Morgan County","Fort Morgan","87","27810","11,218",
"2010","Morgan County","Hillrose","87","36610","264",
"2011","Morgan County","Hillrose","87","36610","266",
"2012","Morgan County","Hillrose","87","36610","264",
"2013","Morgan County","Hillrose","87","36610","263",
"2014","Morgan County","Hillrose","87","36610","262",
"2015","Morgan County","Hillrose","87","36610","301",
"2010","Morgan County","Log Lane Village","87","45695","877",
"2011","Morgan County","Log Lane Village","87","45695","884",
"2012","Morgan County","Log Lane Village","87","45695","876",
"2013","Morgan County","Log Lane Village","87","45695","874",
"2014","Morgan County","Log Lane Village","87","45695","868",
"2015","Morgan County","Log Lane Village","87","45695","868",
"2010","Morgan County","Wiggins","87","84770","894",
"2011","Morgan County","Wiggins","87","84770","906",
"2012","Morgan County","Wiggins","87","84770","898",
"2013","Morgan County","Wiggins","87","84770","896",
"2014","Morgan County","Wiggins","87","84770","890",
"2015","Morgan County","Wiggins","87","84770","890",
"2010","Morgan County","Unincorp. Area","87","99990","9,366",
"2011","Morgan County","Unincorp. Area","87","99990","9,455",
"2012","Morgan County","Unincorp. Area","87","99990","9,422",
"2013","Morgan County","Unincorp. Area","87","99990","9,469",
"2014","Morgan County","Unincorp. Area","87","99990","9,497",
"2015","Morgan County","Unincorp. Area","87","99990","9,583",
"2010","Otero County","Cheraw","89","13460","252",
"2011","Otero County","Cheraw","89","13460","252",
"2012","Otero County","Cheraw","89","13460","232",
"2013","Otero County","Cheraw","89","13460","247",
"2014","Otero County","Cheraw","89","13460","246",
"2015","Otero County","Cheraw","89","13460","244",
"2010","Otero County","Fowler","89","27975","1,182",
"2011","Otero County","Fowler","89","27975","1,181",
"2012","Otero County","Fowler","89","27975","1,172",
"2013","Otero County","Fowler","89","27975","1,161",
"2014","Otero County","Fowler","89","27975","1,155",
"2015","Otero County","Fowler","89","27975","1,147",
"2010","Otero County","La Junta","89","42110","7,083",
"2011","Otero County","La Junta","89","42110","7,079",
"2012","Otero County","La Junta","89","42110","7,021",
"2013","Otero County","La Junta","89","42110","6,953",
"2014","Otero County","La Junta","89","42110","6,916",
"2015","Otero County","La Junta","89","42110","6,866",
"2010","Otero County","Manzanola","89","48500","434",
"2011","Otero County","Manzanola","89","48500","434",
"2012","Otero County","Manzanola","89","48500","430",
"2013","Otero County","Manzanola","89","48500","426",
"2014","Otero County","Manzanola","89","48500","424",
"2015","Otero County","Manzanola","89","48500","421",
"2010","Otero County","Rocky Ford","89","65190","3,958",
"2011","Otero County","Rocky Ford","89","65190","3,955",
"2012","Otero County","Rocky Ford","89","65190","3,921",
"2013","Otero County","Rocky Ford","89","65190","3,887",
"2014","Otero County","Rocky Ford","89","65190","3,866",
"2015","Otero County","Rocky Ford","89","65190","3,837",
"2010","Otero County","Swink","89","75970","617",
"2011","Otero County","Swink","89","75970","617",
"2012","Otero County","Swink","89","75970","611",
"2013","Otero County","Swink","89","75970","606",
"2014","Otero County","Swink","89","75970","603",
"2015","Otero County","Swink","89","75970","598",
"2010","Otero County","Unincorp. Area","89","99990","5,312",
"2011","Otero County","Unincorp. Area","89","99990","5,310",
"2012","Otero County","Unincorp. Area","89","99990","5,272",
"2013","Otero County","Unincorp. Area","89","99990","5,236",
"2014","Otero County","Unincorp. Area","89","99990","5,213",
"2015","Otero County","Unincorp. Area","89","99990","5,175",
"2010","Ouray County","Ouray","91","56420","1,003",
"2011","Ouray County","Ouray","91","56420","992",
"2012","Ouray County","Ouray","91","56420","1,008",
"2013","Ouray County","Ouray","91","56420","1,007",
"2014","Ouray County","Ouray","91","56420","998",
"2015","Ouray County","Ouray","91","56420","993",
"2010","Ouray County","Ridgway","91","64200","925",
"2011","Ouray County","Ridgway","91","64200","916",
"2012","Ouray County","Ridgway","91","64200","929",
"2013","Ouray County","Ridgway","91","64200","932",
"2014","Ouray County","Ridgway","91","64200","948",
"2015","Ouray County","Ridgway","91","64200","972",
"2010","Ouray County","Unincorp. Area","91","99990","2,518",
"2011","Ouray County","Unincorp. Area","91","99990","2,516",
"2012","Ouray County","Unincorp. Area","91","99990","2,579",
"2013","Ouray County","Unincorp. Area","91","99990","2,605",
"2014","Ouray County","Unincorp. Area","91","99990","2,646",
"2015","Ouray County","Unincorp. Area","91","99990","2,693",
"2010","Park County","Alma","93","1530","270",
"2011","Park County","Alma","93","1530","269",
"2012","Park County","Alma","93","1530","267",
"2013","Park County","Alma","93","1530","270",
"2014","Park County","Alma","93","1530","273",
"2015","Park County","Alma","93","1530","277",
"2010","Park County","Fairplay","93","25610","682",
"2011","Park County","Fairplay","93","25610","675",
"2012","Park County","Fairplay","93","25610","672",
"2013","Park County","Fairplay","93","25610","678",
"2014","Park County","Fairplay","93","25610","682",
"2015","Park County","Fairplay","93","25610","693",
"2010","Park County","Unincorp. Area","93","99990","15,310",
"2011","Park County","Unincorp. Area","93","99990","15,141",
"2012","Park County","Unincorp. Area","93","99990","15,093",
"2013","Park County","Unincorp. Area","93","99990","15,201",
"2014","Park County","Unincorp. Area","93","99990","15,357",
"2015","Park County","Unincorp. Area","93","99990","15,689",
"2010","Phillips County","Haxtun","95","34960","950",
"2011","Phillips County","Haxtun","95","34960","933",
"2012","Phillips County","Haxtun","95","34960","937",
"2013","Phillips County","Haxtun","95","34960","926",
"2014","Phillips County","Haxtun","95","34960","968",
"2015","Phillips County","Haxtun","95","34960","973",
"2010","Phillips County","Holyoke","95","37270","2,325",
"2011","Phillips County","Holyoke","95","37270","2,275",
"2012","Phillips County","Holyoke","95","37270","2,278",
"2013","Phillips County","Holyoke","95","37270","2,269",
"2014","Phillips County","Holyoke","95","37270","2,248",
"2015","Phillips County","Holyoke","95","37270","2,209",
"2010","Phillips County","Paoli","95","57245","34",
"2011","Phillips County","Paoli","95","57245","33",
"2012","Phillips County","Paoli","95","57245","33",
"2013","Phillips County","Paoli","95","57245","33",
"2014","Phillips County","Paoli","95","57245","33",
"2015","Phillips County","Paoli","95","57245","32",
"2010","Phillips County","Unincorp. Area","95","99990","1,156",
"2011","Phillips County","Unincorp. Area","95","99990","1,133",
"2012","Phillips County","Unincorp. Area","95","99990","1,136",
"2013","Phillips County","Unincorp. Area","95","99990","1,133",
"2014","Phillips County","Unincorp. Area","95","99990","1,131",
"2015","Phillips County","Unincorp. Area","95","99990","1,117",
"2010","Pitkin County","Basalt (Part)","97","4935","931",
"2011","Pitkin County","Basalt (Part)","97","4935","926",
"2012","Pitkin County","Basalt (Part)","97","4935","930",
"2013","Pitkin County","Basalt (Part)","97","4935","939",
"2014","Pitkin County","Basalt (Part)","97","4935","946",
"2015","Pitkin County","Basalt (Part)","97","4935","948",
"2010","Pitkin County","Aspen","97","3620","6,659",
"2011","Pitkin County","Aspen","97","3620","6,626",
"2012","Pitkin County","Aspen","97","3620","6,648",
"2013","Pitkin County","Aspen","97","3620","6,704",
"2014","Pitkin County","Aspen","97","3620","6,921",
"2015","Pitkin County","Aspen","97","3620","7,099",
"2010","Pitkin County","Snowmass Village","97","71755","2,826",
"2011","Pitkin County","Snowmass Village","97","71755","2,820",
"2012","Pitkin County","Snowmass Village","97","71755","2,842",
"2013","Pitkin County","Snowmass Village","97","71755","2,868",
"2014","Pitkin County","Snowmass Village","97","71755","2,862",
"2015","Pitkin County","Snowmass Village","97","71755","2,863",
"2010","Pitkin County","Unincorp. Area","97","99990","6,740",
"2011","Pitkin County","Unincorp. Area","97","99990","6,753",
"2012","Pitkin County","Unincorp. Area","97","99990","6,806",
"2013","Pitkin County","Unincorp. Area","97","99990","6,877",
"2014","Pitkin County","Unincorp. Area","97","99990","6,893",
"2015","Pitkin County","Unincorp. Area","97","99990","6,935",
"2010","Prowers County","Granada","99","31550","516",
"2011","Prowers County","Granada","99","31550","513",
"2012","Prowers County","Granada","99","31550","508",
"2013","Prowers County","Granada","99","31550","503",
"2014","Prowers County","Granada","99","31550","492",
"2015","Prowers County","Granada","99","31550","488",
"2010","Prowers County","Hartman","99","34520","81",
"2011","Prowers County","Hartman","99","34520","80",
"2012","Prowers County","Hartman","99","34520","80",
"2013","Prowers County","Hartman","99","34520","79",
"2014","Prowers County","Hartman","99","34520","77",
"2015","Prowers County","Hartman","99","34520","76",
"2010","Prowers County","Holly","99","37215","801",
"2011","Prowers County","Holly","99","37215","796",
"2012","Prowers County","Holly","99","37215","791",
"2013","Prowers County","Holly","99","37215","788",
"2014","Prowers County","Holly","99","37215","772",
"2015","Prowers County","Holly","99","37215","765",
"2010","Prowers County","Lamar","99","43110","7,802",
"2011","Prowers County","Lamar","99","43110","7,760",
"2012","Prowers County","Lamar","99","43110","7,698",
"2013","Prowers County","Lamar","99","43110","7,630",
"2014","Prowers County","Lamar","99","43110","7,468",
"2015","Prowers County","Lamar","99","43110","7,391",
"2010","Prowers County","Wiley","99","85045","404",
"2011","Prowers County","Wiley","99","85045","402",
"2012","Prowers County","Wiley","99","85045","398",
"2013","Prowers County","Wiley","99","85045","394",
"2014","Prowers County","Wiley","99","85045","386",
"2015","Prowers County","Wiley","99","85045","382",
"2010","Prowers County","Unincorp. Area","99","99990","2,927",
"2011","Prowers County","Unincorp. Area","99","99990","2,908",
"2012","Prowers County","Unincorp. Area","99","99990","2,889",
"2013","Prowers County","Unincorp. Area","99","99990","2,864",
"2014","Prowers County","Unincorp. Area","99","99990","2,809",
"2015","Prowers County","Unincorp. Area","99","99990","2,791",
"2010","Pueblo County","Boone","101","7795","340",
"2011","Pueblo County","Boone","101","7795","342",
"2012","Pueblo County","Boone","101","7795","342",
"2013","Pueblo County","Boone","101","7795","344",
"2014","Pueblo County","Boone","101","7795","345",
"2015","Pueblo County","Boone","101","7795","348",
"2010","Pueblo County","Pueblo","101","62000","106,882",
"2011","Pueblo County","Pueblo","101","62000","107,262",
"2012","Pueblo County","Pueblo","101","62000","107,659",
"2013","Pueblo County","Pueblo","101","62000","107,889",
"2014","Pueblo County","Pueblo","101","62000","108,181",
"2015","Pueblo County","Pueblo","101","62000","109,264",
"2010","Pueblo County","Rye","101","66895","153",
"2011","Pueblo County","Rye","101","66895","153",
"2012","Pueblo County","Rye","101","66895","154",
"2013","Pueblo County","Rye","101","66895","153",
"2014","Pueblo County","Rye","101","66895","154",
"2015","Pueblo County","Rye","101","66895","155",
"2010","Pueblo County","Unincorp. Area","101","99990","52,121",
"2011","Pueblo County","Unincorp. Area","101","99990","52,501",
"2012","Pueblo County","Unincorp. Area","101","99990","52,713",
"2013","Pueblo County","Unincorp. Area","101","99990","52,821",
"2014","Pueblo County","Unincorp. Area","101","99990","53,108",
"2015","Pueblo County","Unincorp. Area","101","99990","53,581",
"2010","Rio Blanco County","Meeker","103","49875","2,452",
"2011","Rio Blanco County","Meeker","103","49875","2,509",
"2012","Rio Blanco County","Meeker","103","49875","2,485",
"2013","Rio Blanco County","Meeker","103","49875","2,459",
"2014","Rio Blanco County","Meeker","103","49875","2,422",
"2015","Rio Blanco County","Meeker","103","49875","2,384",
"2010","Rio Blanco County","Rangely","103","62880","2,349",
"2011","Rio Blanco County","Rangely","103","62880","2,326",
"2012","Rio Blanco County","Rangely","103","62880","2,448",
"2013","Rio Blanco County","Rangely","103","62880","2,444",
"2014","Rio Blanco County","Rangely","103","62880","2,395",
"2015","Rio Blanco County","Rangely","103","62880","2,287",
"2010","Rio Blanco County","Unincorp. Area","103","99990","1,816",
"2011","Rio Blanco County","Unincorp. Area","103","99990","1,857",
"2012","Rio Blanco County","Unincorp. Area","103","99990","1,837",
"2013","Rio Blanco County","Unincorp. Area","103","99990","1,821",
"2014","Rio Blanco County","Unincorp. Area","103","99990","1,806",
"2015","Rio Blanco County","Unincorp. Area","103","99990","1,788",
"2010","Rio Grande County","Center (Part)","105","12855","218",
"2011","Rio Grande County","Center (Part)","105","12855","216",
"2012","Rio Grande County","Center (Part)","105","12855","215",
"2013","Rio Grande County","Center (Part)","105","12855","211",
"2014","Rio Grande County","Center (Part)","105","12855","208",
"2015","Rio Grande County","Center (Part)","105","12855","206",
